room,noise,Speaker,mic_id,mic_type,location,spk_angle,Gender,DataSet,Centroid,variance,skewness,kurtosis,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,roll_off_max,roll_off_min
2,musi,7868,1,stu,clo,90,F,train-clean-360,1322.710035,1461.860764,1877.347779,2266.744955,-346.6549715,140.270752,-8.295830555,40.48217439,-10.05075473,3.471000566,-13.54435266,-7.260936325,0.393762729,-5.018885637,-6.561916431,-8.923596763,2203.984721,179.5318368
2,tele,188,5,stu,far,90,F,train-clean-360,1666.30205,1539.253829,1900.655255,2248.006438,-298.097214,133.010995,-36.01840186,30.83033969,-22.65781131,-1.017434646,-12.95775153,-0.842346687,-1.38807104,-3.084106995,-9.723528039,-9.625244092,2793.146609,270.8907497
2,musi,7850,3,stu,mid,90,F,dev-clean,1440.023768,1446.244363,1810.991655,2156.653833,-314.3219312,143.6900424,-27.16937149,29.63640125,-27.93385558,10.12269653,3.677780351,-19.76437871,-5.123189178,6.240129244,4.306810019,-4.189035741,2426.61365,237.9881315
1,babb,8118,5,stu,far,90,F,train-clean-360,2132.532329,1599.528963,1883.486365,2160.000012,-231.4146606,119.5777272,-64.62695071,51.35258333,-35.15400191,5.205683036,-21.29163217,-10.14534861,-11.02351362,-7.116572671,-14.05231456,-13.26054511,3504.553167,366.7627395
1,babb,1112,5,stu,far,90,M,train-clean-360,1496.713378,1407.110081,1788.120658,2159.510395,-294.3557031,145.2766273,-46.49861651,32.98265,-19.06387487,2.547672403,-25.54766885,-14.74856688,-17.07090004,-14.00038883,-2.714063492,-12.71605226,2383.86602,289.7776197
1,musi,7517,7,stu,beh,90,F,train-clean-100,1404.369514,1448.280114,1854.886158,2247.348107,-302.6072728,145.7415901,-34.0766116,29.29861909,-19.38686208,7.291200586,-2.513708919,3.988902222,-4.138205263,0.673519297,0.76236697,0.958780434,2318.799623,175.6359068
1,none,7688,3,stu,mid,90,M,train-clean-360,1889.382642,1616.548911,1980.545005,2317.385405,-283.7997487,116.1776458,-47.68964652,24.18765754,-32.20872939,6.868155533,-9.404256251,0.152424406,-8.006219084,1.775403195,7.141825217,2.595312623,3038.136292,380.9806824
1,musi,1874,3,stu,mid,90,M,train-clean-360,1475.713915,1548.514056,1965.716156,2351.964582,-298.4072729,148.860811,-22.72582045,35.68476794,-33.86455972,10.70958365,-13.42004053,1.473317258,-8.48663231,1.239702193,-0.615791406,0.612138732,2401.196844,219.7824305
1,none,7247,7,stu,beh,90,M,train-clean-360,1599.351157,1392.759211,1777.625652,2130.858823,-311.1302164,156.3562835,-39.1116759,12.88626427,-46.05530062,25.90456179,-13.37819557,-18.09498732,0.617142443,-10.08221887,-3.57306514,1.341831601,2385.022438,346.3838951
1,babb,8152,5,stu,far,90,M,train-clean-360,1784.913596,1427.345043,1761.732463,2093.515462,-238.122869,134.8794056,-57.08052157,35.41492796,-13.69145166,4.812401881,-25.11382104,-20.64045554,-13.70957224,-7.19215639,-10.08482303,-11.10100482,2754.319853,337.9114488
1,musi,196,3,stu,mid,90,M,train-clean-100,1548.855564,1590.01872,1964.878352,2313.55298,-295.3149794,132.8984448,-24.89025996,51.67740224,-25.64002678,11.32151575,-1.936811213,8.095177954,4.019061002,-3.509395437,0.402951605,-0.486826949,2612.388478,162.337339
2,musi,196,1,stu,clo,90,M,train-clean-100,1507.586542,1573.522796,1994.190922,2376.404852,-344.0708279,138.8146446,-15.53227076,41.87169367,-16.7495678,20.6125912,-17.04569076,-3.33790722,-1.620117956,-9.480693357,-3.305568705,-3.600680337,2420.181581,190.3823519
1,tele,2289,1,stu,clo,90,M,train-clean-100,2457.648143,1702.011252,2059.769019,2384.34853,-322.5632474,107.3737342,-52.74431072,54.87132764,-26.28693141,22.95851942,-27.98786234,14.79488054,-7.756181171,5.037480403,-7.253438933,-5.859763969,3699.629792,565.0083829
1,babb,4057,7,stu,beh,90,F,train-clean-360,1887.880907,1628.6569,1985.824974,2324.513959,-318.7214391,124.4552009,-50.64903594,30.74395965,-28.49784783,0.190758037,-20.714675,-1.020008082,-15.4508368,0.558760075,-3.646886449,-14.01577126,3094.321289,374.3927361
2,none,5456,5,stu,far,90,M,train-clean-100,1434.057116,1511.262166,1917.138285,2295.220952,-334.7284671,137.3658738,-7.14564509,29.34247878,-17.6100162,5.593684599,-10.85576408,-12.986882,-2.497545336,-9.647193814,-10.36357099,1.831191057,2414.560578,211.866387
2,babb,296,5,stu,far,90,M,train-clean-360,1392.122404,1456.180999,1836.164324,2211.540189,-333.2238917,152.599414,-28.14612517,52.81981071,-13.25390607,3.190701085,-15.85250771,-3.485924757,-13.91601615,-5.744665037,-0.735108339,-6.764735418,2409.069948,161.6080918
2,tele,510,5,stu,far,90,M,train-clean-360,1846.695305,1568.011044,1959.742529,2317.401421,-300.7499669,120.9882904,-38.58780591,21.74685208,-15.58709614,12.84429883,-18.91880187,-0.626936397,2.390922476,-4.265629476,-2.141818944,-0.063248247,2793.925083,358.0256046
2,none,5635,5,stu,far,90,M,train-clean-360,1782.451166,1572.17105,1924.885401,2262.956103,-321.1086636,133.6740272,-31.70875239,33.45135174,-20.33854689,10.47707216,-15.11879851,-6.971253777,-6.437066531,-5.315579631,-6.276608536,-7.225800276,2950.773958,267.5413788
2,none,5678,5,stu,far,90,M,train-clean-100,1627.773786,1472.166298,1836.440079,2193.995065,-304.4753586,143.1625629,-34.84905594,39.35165994,-10.21877237,5.66195658,-8.28609574,2.187407527,-10.50996135,-4.199745849,-3.850902403,-1.845600571,2658.200308,215.5774239
1,none,196,3,stu,mid,90,M,train-clean-100,2055.917181,1666.477598,1986.606718,2280.634257,-280.7703532,125.0104917,-35.23951488,54.9774772,-38.51810245,17.54429937,-15.2088202,-1.474601243,1.290407927,-7.453360273,-4.892460035,-0.156144662,3354.593913,307.1855594
2,none,1246,5,stu,far,90,F,train-clean-100,1802.616862,1507.393359,1866.764672,2210.383513,-324.6308276,102.4925642,-28.59655191,17.39870886,-7.90657969,-10.8461636,-29.26812892,-12.10556638,10.6246322,3.956413119,4.850335909,10.30492077,2867.380053,388.2530146
1,musi,7540,5,stu,far,90,M,train-clean-360,1840.294907,1446.796938,1805.126831,2153.718247,-315.3014695,116.8865062,-38.4615197,39.36346905,-9.207361311,-10.74125325,-12.46403465,-0.363708355,-5.986571299,-0.720071511,-7.802712177,-9.048186493,2777.8471,382.3900715
2,none,6241,5,stu,far,90,M,dev-clean,1715.019049,1487.049473,1879.602729,2250.225975,-278.105477,139.620538,-54.39760329,31.32103432,-29.3362469,4.973810778,-22.59193732,-1.699656158,-10.5496316,-8.28871142,-7.444461906,-1.793448223,2610.685547,331.6728516
1,babb,948,3,stu,mid,90,F,train-clean-360,1462.717859,1420.860456,1842.739938,2243.065918,-281.7605624,138.3244128,-18.66345538,7.160090536,-23.29490382,-11.64341716,-10.2653244,1.678222963,-12.38861925,-8.968299319,-6.070377063,-9.35218535,2376.445742,270.8168189
2,tele,3835,3,stu,mid,90,M,train-clean-360,1614.909726,1440.13278,1754.906641,2075.982338,-248.474366,136.0835128,-48.65701297,41.83509509,-6.866387962,-4.160197427,-8.467001666,-3.543349037,-12.59148095,-5.619179969,-5.096288661,-14.05683471,2713.421793,219.6831357
2,none,1392,1,stu,clo,90,M,train-clean-360,1919.80463,1598.183169,1930.297028,2248.813571,-403.5874729,119.8893324,-46.54035756,36.0182403,-10.84460681,5.562993701,-16.56803197,-3.118863202,-9.174995293,-6.217981568,-0.452979056,-4.75637311,3151.440104,324.0986328
1,musi,949,5,stu,far,90,M,train-clean-360,2162.579857,1688.155002,2010.990512,2303.171956,-259.3302133,109.0290786,-27.48119831,67.15528019,-20.8422013,37.19613504,-9.888411209,-8.340974039,-0.515619951,-12.52075158,-0.010433673,-17.14853329,3487.666007,332.0646587
1,babb,1272,7,stu,beh,90,M,dev-clean,2080.031603,1900.859183,2305.986078,2658.483529,-306.193873,127.6441123,-24.38300849,39.94487448,-35.23084502,25.2646429,-35.47150289,2.620917547,-19.34088043,0.431753929,-3.111251481,-4.451025812,3486.834606,277.125799
2,tele,1961,1,stu,clo,90,F,train-clean-360,1842.482811,1550.360836,1905.281806,2246.195287,-311.214903,126.4713383,-58.92164483,29.09429818,-24.28588867,6.72572475,-10.83094215,-2.610887531,-5.246017292,2.278273562,-11.97414891,-8.899805993,2960.432549,323.8250689
1,musi,1160,5,stu,far,90,M,train-clean-360,1826.664399,1581.325741,1907.812568,2229.991886,-284.5665662,135.5486356,-51.15965045,64.88965458,-21.62162003,7.127951196,-13.5051426,3.130082604,-8.31196679,3.668451223,-6.665146858,-8.943603831,3056.197085,243.3315193
1,tele,7981,7,stu,beh,90,M,train-clean-360,1151.961725,1321.949695,1749.898607,2158.077745,-407.8904748,153.0114489,-11.72757611,32.01098384,-2.274585425,7.894225112,-1.93714261,-20.47556731,-8.441670171,-4.290196601,-6.184358225,-6.813738802,1872.086007,176.73863
2,musi,652,7,stu,beh,90,M,dev-clean,1666.636049,1454.721724,1813.613817,2153.659177,-269.5456226,144.1550936,-39.24542869,33.1517865,-26.4816219,17.8835311,-12.25157784,-11.88972861,3.158854049,1.762562876,-4.303104693,-7.183001723,2650.048559,246.7082304
2,none,2060,7,stu,beh,90,F,train-clean-360,1570.773298,1459.10864,1836.453951,2203.550934,-333.7445651,129.1997943,-21.59350566,13.23204101,-11.54847803,-9.981178261,-19.25092773,-5.810611035,-7.706205134,3.665280254,5.742231622,-7.176348697,2624.363107,264.6802804
1,none,2156,3,stu,mid,90,M,train-clean-360,1323.728636,1324.693041,1737.319824,2134.701765,-317.2120803,152.7219207,-21.16539959,30.98796643,-12.47401414,-8.15763638,-9.427072407,-0.406122516,-3.658960724,-6.148158352,0.836611844,-0.14879062,2054.365456,202.3794833
2,none,6395,3,stu,mid,90,M,train-clean-360,1428.686712,1439.166612,1811.159531,2177.026534,-277.2569896,139.8483274,-23.51873998,41.93218334,-11.22382316,-1.173792147,-15.48375732,-14.28676151,-4.884776952,-3.681438348,-16.01174223,-5.173340835,2444.417887,191.1417353
2,none,1383,7,stu,beh,90,M,train-clean-360,1697.938932,1695.392787,2074.193381,2427.848707,-402.6985532,115.1693568,-16.16959052,16.75489723,-3.201577614,6.62395029,-2.195532314,1.080318882,1.659928371,2.75199406,2.186836202,-2.647978054,2887.251557,190.1941509
2,musi,4859,7,stu,beh,90,M,train-clean-100,1914.05558,1589.843083,1884.589112,2163.402282,-309.2175106,125.873582,-54.22489645,53.85865306,-16.17155037,20.87431484,-12.5861453,-11.16506966,6.873431172,8.961167931,6.866174883,1.326662097,3181.579115,228.8869892
2,babb,7868,7,stu,beh,90,F,train-clean-360,1229.611954,1216.597212,1594.092464,1972.24963,-308.4257299,162.0511604,-39.43192164,18.19925465,-14.15814523,-3.843751779,-10.42017651,-21.32826952,-6.990264048,-2.971875144,-3.740957259,-11.11121552,1983.232202,248.0552416
2,none,5157,1,stu,clo,90,M,train-clean-360,2178.134248,1731.238265,2033.772261,2320.234332,-314.911097,111.0894138,-54.39820805,53.01768684,-25.87337246,14.02551701,-11.00738262,-0.077241467,-12.35460222,2.114953757,-8.868243355,-10.4645989,3606.56437,324.7435648
1,musi,8635,7,stu,beh,90,M,train-clean-360,1845.075365,1630.482044,1916.216375,2193.377406,-239.7844308,133.2950624,-47.12058078,72.36401859,-37.54991288,3.146952335,-18.72472616,-3.827495619,-2.690772533,-2.638964302,2.2582899,-4.312325104,3264.679962,222.5310962
1,tele,2911,7,stu,beh,90,M,train-clean-100,1336.724925,1352.835841,1798.547463,2220.53272,-318.7764806,158.4867349,-30.82534828,15.10673729,-17.61895548,11.03889714,-8.386111553,-0.32066976,-6.864493775,-5.254100343,-3.835003452,-1.034451634,2043.484413,191.1320237
1,tele,150,3,stu,mid,90,F,train-clean-100,2072.685439,1652.792442,1991.86325,2311.883634,-271.1818713,126.0903182,-54.01266589,34.26381659,-37.43556263,10.92357622,-14.06426305,6.035413082,-8.544861678,3.088496741,-1.951501922,-4.77371864,3333.237747,364.4865891
1,babb,7498,5,stu,far,90,F,train-clean-360,2082.45851,1562.565423,1877.582346,2173.576462,-226.5513877,112.6482559,-68.08232562,33.91140027,-30.48741351,1.858259524,-29.83202637,-9.172022057,-4.038020702,-2.816978428,-6.071558321,-14.46451191,3262.101372,462.6385922
2,musi,3989,7,stu,beh,90,M,train-clean-360,934.6107359,1034.579417,1418.309777,1802.285342,-301.9410599,163.0982863,-12.92566723,9.334751764,-11.65199311,-8.444969733,1.547108979,-8.224787036,7.419607213,-0.120087413,-0.532197189,-0.428053364,1473.917715,169.0087676
2,babb,7881,3,stu,mid,90,M,train-clean-360,1504.257504,1504.510033,1879.512413,2239.380729,-303.0844313,141.0429072,-22.10038376,30.53419875,-26.61544169,-1.528627825,-2.61931339,-10.31743916,-8.037488737,6.342857587,-3.909391085,-8.811266137,2496.702495,227.3421438
1,tele,4427,5,stu,far,90,F,train-clean-360,1559.33083,1428.16555,1780.843067,2131.248749,-203.1581858,148.1091796,-42.40379249,34.82085741,-18.6851185,6.23624495,-17.19877673,-8.792066077,-6.08344507,-10.19389809,-12.62180567,-13.37420146,2599.048241,230.8490637
1,babb,868,3,stu,mid,90,M,train-clean-360,1446.269587,1417.008729,1810.654715,2190.266282,-300.149131,153.7588972,-26.73145623,40.92574058,-21.98382781,-4.106355456,-15.47022046,-3.881812497,-20.79683479,-10.94071343,-0.444864389,-6.898171973,2366.672969,232.6065786
2,tele,1160,5,stu,far,90,M,train-clean-360,2002.532441,1640.923985,1978.384005,2305.515484,-336.6256992,124.6835746,-55.4227718,55.50561955,-22.08635426,0.195779665,-19.81036903,-1.483030872,-9.59748377,10.91399642,-9.195741503,1.784243622,3309.338275,323.395677
2,none,8605,3,stu,mid,90,F,train-clean-360,1886.864159,1604.634049,1971.043587,2317.612625,-319.3944031,113.440099,-29.93221045,38.96015942,-14.17260352,10.40098816,-16.52068446,-15.78698123,-10.22093155,3.258130202,-14.99826884,-12.54970104,3007.617188,282.3643276
2,none,6147,3,stu,mid,90,F,train-clean-100,1742.773159,1441.046703,1777.938168,2101.402587,-339.3213538,118.4477417,-45.20792094,21.92836324,-12.70485467,-5.256158183,-23.0593379,-23.85584774,1.495540463,-2.295590077,-6.501407464,6.034515937,2732.81967,397.9102445
1,musi,2294,3,stu,mid,90,M,train-clean-360,1597.59804,1457.031172,1870.482828,2265.97096,-279.4846421,139.18971,-39.87154753,22.26069966,-24.62927072,1.632778552,-9.329984939,0.285101819,-20.2303142,-4.271624728,-8.560730263,-9.739880318,2453.459539,294.4002719
2,musi,3994,7,stu,beh,90,F,train-clean-360,1654.20645,1462.67206,1824.55741,2170.047831,-288.9077876,121.958314,-25.76074488,20.82086488,-18.41078973,-3.377554843,-17.91499523,-8.676081234,0.075796855,-8.342708679,-3.749209908,-10.02482495,2676.447003,300.1781757
1,none,8222,7,stu,beh,90,M,train-clean-360,1677.863412,1441.474511,1770.845578,2092.418983,-322.2666658,144.2651208,-47.05528566,35.6765021,-16.4959896,3.933633855,-3.227765407,-11.81543161,-7.154690238,1.976217265,-10.47798971,-0.029276518,2720.749734,252.4169922
2,babb,3483,3,stu,mid,90,M,train-clean-360,1202.619693,1191.130209,1547.644852,1920.050254,-305.2043655,164.6995162,-34.83227535,28.83693746,-5.10418293,-21.91740532,-13.14794735,-14.22583044,-14.19477839,-5.853394938,-11.07034979,-14.36056259,1987.571732,243.0175781
1,musi,1066,3,stu,mid,90,F,train-clean-360,1333.970154,1417.165299,1868.833995,2282.239919,-326.8596035,129.2191522,9.971080648,31.30971515,-13.80559285,-4.818643308,-15.20295215,-1.874080799,11.62205285,2.977763882,1.886711251,7.066204104,2038.018409,194.5929604
2,babb,8152,7,stu,beh,90,M,train-clean-360,1271.313928,1319.601338,1695.076605,2067.58126,-298.1188474,169.1740584,-35.61720027,35.12649798,-14.07012918,7.209708856,-16.40044436,-17.36514027,-12.3755931,-6.216800306,-7.695206932,-13.22421487,2134.020525,199.8059449
2,babb,6319,3,stu,mid,90,F,dev-clean,1506.853641,1457.3451,1865.690523,2255.393806,-296.862134,143.7494409,-20.5137095,23.64896216,-17.93199203,-0.027236165,-18.6695434,-7.559904077,-14.21184103,-2.162533754,-5.681593916,-15.27354895,2462.673687,250.6930568
1,musi,296,1,stu,clo,90,M,train-clean-360,1920.968616,1700.788195,2058.292977,2394.580308,-339.3071074,117.8542666,-29.09476587,50.05731762,-7.385795157,15.21462774,-24.73351073,-0.827325457,-7.728807198,-1.44787778,-4.613973142,-10.65357597,3221.223633,222.3343099
2,babb,2149,5,stu,far,90,M,train-clean-360,1688.775368,1449.29838,1834.535294,2205.106162,-282.4293267,130.0316288,-43.32324221,23.27136634,-0.304942022,7.883313122,-33.44560756,-11.31662584,-6.834673351,-13.11651534,-14.0745019,-5.735250322,2634.296329,325.8305394
1,tele,2532,7,stu,beh,90,F,train-clean-360,2329.109296,1696.382794,1987.811253,2257.055117,-339.0858672,96.14655988,-57.53055679,34.95741024,-47.76820995,4.96413983,-14.67456155,-0.7152385,-4.819103747,-0.305546111,0.808040898,-5.836230997,3765.184245,522.15625
2,musi,5386,3,stu,mid,90,M,train-clean-360,1638.86256,1525.344803,1895.352257,2248.301456,-291.9976226,144.1839931,-36.72497877,29.51089176,-25.37208151,11.95474622,-15.7674611,1.345082973,-4.786785162,-6.991037832,2.660563131,-4.61323716,2672.536649,239.7232227
1,musi,93,3,stu,mid,90,F,train-clean-360,1722.13357,1628.093047,1960.530703,2279.888504,-257.0440746,129.634229,-31.63092882,46.69420716,-31.79590173,6.602791593,-5.981695934,-2.559492206,-7.139457643,-0.522116665,0.154412633,-0.169517865,2984.760478,221.1330699
2,none,1536,1,stu,clo,90,M,train-clean-360,1134.375426,1214.019601,1640.890752,2061.928126,-363.9902306,175.679544,-21.08697306,17.23519541,-11.93698775,5.968001688,-0.604873559,-9.234192418,-10.01367832,-1.630427187,-5.108076089,-2.938133187,1754.137541,176.704487
1,babb,2269,3,stu,mid,90,F,train-clean-360,1699.364746,1533.924679,1892.08842,2246.766894,-256.222636,137.3801105,-46.64845721,21.21592652,-22.44302369,-7.874730449,-13.75774187,-0.611838292,-16.29017649,0.115859629,-6.975129738,-7.741598652,2872.737989,319.04555
1,none,2060,1,stu,clo,90,F,train-clean-360,1925.414237,1598.302777,1954.141791,2295.019915,-330.1856673,120.9321048,-33.14402711,31.88844117,-15.5117594,-4.530482184,-29.66310101,-0.950277298,-7.743840864,4.384574137,6.626222301,-5.202917342,3111.659175,344.0859548
1,musi,652,1,stu,clo,90,M,dev-clean,2024.157351,1546.801347,1889.549028,2209.182802,-272.7345241,130.0361486,-54.85027339,45.07916839,-33.00343755,20.56358625,-26.60221571,-8.465358227,-3.938771107,-1.20105056,-9.533254227,-7.164535382,3155.471892,417.6544189
2,none,4331,5,stu,far,90,F,train-clean-360,1328.193747,1248.534356,1639.905983,2025.866473,-326.2246448,143.1375013,-21.46544745,-5.568469895,-23.39889931,-18.41485557,-2.95135282,-11.92302907,-6.900844256,4.155425136,-4.193668325,-0.215520318,2126.86828,326.1503616
1,musi,4859,1,stu,clo,90,M,train-clean-100,2424.900964,1649.068068,1931.533638,2190.543026,-304.6941929,97.08967912,-63.76364909,61.04469624,-18.53538654,21.61385949,-23.48261425,-9.366765234,2.910289839,9.165734843,2.900081043,3.564330545,3823.320144,463.3829265
1,none,1383,1,stu,clo,90,M,train-clean-360,1729.080922,1589.071261,1999.07823,2373.731313,-373.7961509,130.7736586,-35.15916875,24.35250566,-14.66039123,7.463588289,-15.85056509,3.67783745,-3.089707328,0.431995442,-0.622852822,-2.681325609,2618.782158,243.774199
1,tele,7850,5,stu,far,90,F,dev-clean,1778.675294,1522.176728,1833.107409,2135.240423,-291.6829887,129.2396806,-48.54711394,27.23604671,-30.73588553,2.814373087,-7.140452742,-24.36535427,-12.2772432,-1.532966307,-0.482872899,-7.326124111,2940.768414,328.9097698
1,musi,188,3,stu,mid,90,F,train-clean-360,1734.327667,1638.169992,2000.719815,2338.855115,-289.833577,125.3278153,-25.19959195,37.85210747,-31.39833487,6.83499313,-3.538348271,9.720930796,2.847629126,0.050585298,-1.404360213,-3.563338589,2922.437458,239.5683386
2,babb,3645,3,stu,mid,90,F,train-clean-360,1231.476613,1313.390002,1734.506625,2156.782542,-316.2430271,163.0329148,-27.23157464,18.58988482,-1.40125707,-13.20717058,-13.1798112,-3.204617845,-17.66806915,-0.589123169,-16.67503475,-17.04797183,2068.525722,215.8338644
2,tele,1867,3,stu,mid,90,M,train-clean-100,1957.199588,1518.035362,1823.684134,2124.577761,-289.192433,124.1743149,-60.28758551,36.09136392,-25.9783777,2.389469968,-2.978078858,1.393597814,-4.745309406,9.1090133,-1.393443862,-8.111354362,3176.856827,351.593384
2,babb,1272,1,stu,clo,90,M,dev-clean,1958.914017,1869.369583,2297.93094,2672.82875,-301.9432086,131.3888441,-22.59932512,39.94359258,-27.21576078,26.27214929,-31.0813814,3.51666885,-20.24681424,1.939443908,-9.371999958,-5.756464604,3269.545011,228.6217152
2,none,5456,5,stu,far,90,M,train-clean-100,1530.322911,1553.667196,1985.255239,2370.995635,-271.5005293,135.9446471,-5.987401926,29.45493059,-36.50179564,9.429841374,-19.56269321,-11.87095257,-2.985183238,-14.14537986,-10.57207074,5.031534184,2398.86829,269.9701662
1,none,1392,7,stu,beh,90,M,train-clean-360,1559.20348,1384.664395,1766.117863,2134.66005,-349.3436942,139.8616708,-38.48012429,12.52513703,-11.79471824,-7.520928336,-10.11824053,-4.118663689,-4.719276134,-3.032625652,4.796228681,2.430466472,2404.509115,299.3434245
1,babb,4014,5,stu,far,90,M,train-clean-100,1671.280441,1462.485739,1826.900421,2185.297805,-263.4385826,142.4047267,-48.67843476,39.89317188,-22.50658103,0.046288095,-22.25208287,-7.382128787,-17.34315114,-3.917166319,-11.31193444,-16.78831771,2668.728476,299.8637406
2,tele,7981,1,stu,clo,90,M,train-clean-360,1073.616469,1282.521332,1723.868159,2147.62631,-403.2546151,149.4175847,-3.041549085,25.09085127,7.122997666,9.066459651,4.265159518,-20.31258545,-9.134053867,-2.675214385,-11.10914061,-11.10905042,1734.14481,170.3194754
1,none,1536,5,stu,far,90,M,train-clean-360,1420.600534,1340.489382,1724.297123,2101.11375,-311.2249748,162.586164,-31.15046872,25.83867929,-25.39546638,6.473688337,-10.68076689,-14.20712667,-12.71290162,-6.885986655,-8.210038129,-6.763126131,2272.654099,255.3945399
1,tele,1961,7,stu,beh,90,F,train-clean-360,1828.391497,1531.020503,1875.065341,2205.385365,-309.1493157,128.1708163,-63.40863968,28.0215353,-31.99322402,3.325533851,-16.2425266,-5.624806681,-4.678711141,-1.68064716,-7.26882418,-6.606325929,2942.513739,352.8627312
1,musi,6895,5,stu,far,90,F,train-clean-360,1905.734525,1631.29455,1977.128287,2309.504411,-268.0986916,115.8881708,-37.29903554,25.86900872,-22.30453674,0.393509043,-8.914323528,6.9533055,-6.806991015,-3.036117989,-5.514460656,-10.07416818,3172.008854,311.3290423
1,tele,5126,3,stu,mid,90,M,train-clean-360,1444.825572,1450.446962,1862.53161,2259.675412,-296.647315,155.3038688,-33.09669013,43.18012639,-19.92216966,7.189309716,-13.04140509,1.397039354,-18.27708342,-0.107930659,-3.600975469,-10.64228252,2324.882749,197.799191
2,none,8118,5,stu,far,90,F,train-clean-360,2257.494743,1704.816678,1996.177562,2269.666673,-285.9599597,97.13255009,-46.80587058,43.1557441,-29.86364901,4.251162128,-10.64227285,-4.335112327,-0.514145197,0.222364667,-8.448962405,-0.568470837,3726.91678,394.4181278
1,tele,83,5,stu,far,90,F,train-clean-100,1652.287387,1373.569114,1702.536879,2022.982592,-265.9080557,128.8529227,-58.3756393,15.28721495,-29.3633443,-4.98003869,-3.874879154,-18.55049455,-5.377430548,-11.89298332,-10.77402466,-2.668549473,2596.5869,395.4392273
2,musi,7517,1,stu,clo,90,F,train-clean-100,1489.644627,1495.342137,1908.38517,2305.281391,-314.8641226,136.7086077,-32.46589597,31.97463591,-11.97805509,12.12011355,-1.251927401,4.907674624,-5.853212042,-1.053100372,-5.401343156,-4.083338195,2423.644362,196.437103
2,none,7247,1,stu,clo,90,M,train-clean-360,1726.284701,1436.130703,1812.250575,2156.155609,-322.5565731,143.1067549,-43.84930948,16.16470138,-41.54543988,28.65098745,-17.21025388,-21.45519665,-3.564988647,-15.37109895,-12.860681,-7.340637512,2573.703713,379.8681778
2,babb,4057,1,stu,clo,90,F,train-clean-360,1809.848902,1591.756277,1960.607468,2314.441568,-313.8806255,123.4728036,-42.34704982,29.23019721,-15.22050258,-1.224618056,-13.2574385,-1.031275094,-15.47704629,2.688702201,-7.385028131,-13.48559433,2957.585449,322.1113856
1,musi,196,7,stu,beh,90,M,train-clean-100,1419.960987,1516.5159,1943.336535,2332.637135,-330.2723123,143.0892977,-10.1591215,35.20012475,-20.05647062,11.49038725,-17.02223799,-6.572229412,-1.137590126,-8.013323893,1.157622982,2.079247798,2293.521211,187.4517049
2,tele,2289,7,stu,beh,90,M,train-clean-100,2101.939952,1647.734663,2000.008233,2329.441803,-317.4793698,125.5922431,-45.17523012,48.60989186,-28.13933821,24.02796467,-16.58088539,9.959817547,-3.129551187,3.457962745,-0.068810117,-7.558398009,3325.863566,320.2508167
2,none,4590,5,stu,far,90,M,train-clean-360,1452.249269,1358.426106,1738.946366,2113.861447,-274.3513853,153.5849881,-38.98063885,29.36075589,-8.831677533,1.300683065,-11.0749487,-7.708517606,-6.989830111,-4.039697035,-5.02454322,3.726708911,2297.120813,243.3219178
2,tele,4064,5,stu,far,90,F,train-clean-360,1453.100046,1265.606621,1658.879711,2055.730687,-277.4851157,165.6019363,-57.36361376,8.849713147,-8.985837276,1.084702892,-22.10965235,1.992877519,-3.481221974,0.101158438,-4.410872881,-13.56188971,2248.709188,295.1816479
2,tele,6965,3,stu,mid,90,M,train-clean-360,1552.213576,1426.016135,1761.478922,2088.891861,-307.6225183,143.3625167,-39.98075915,39.54319094,-23.99984216,3.979741942,-5.747916485,-21.73814306,-5.927962207,-2.349259842,-9.180889604,-4.984089533,2537.043263,248.743432
1,babb,8152,1,stu,clo,90,M,train-clean-360,1732.921651,1505.676087,1845.866522,2177.235193,-298.0719126,143.6643201,-42.75263063,45.67903908,-14.45897302,9.017019783,-27.10121336,-13.72807082,-15.14412279,-6.648588431,-10.11587233,-11.96556195,2831.970477,267.1010554
1,babb,4441,3,stu,mid,90,M,train-clean-100,1530.247219,1439.728537,1854.67063,2259.079389,-269.249651,156.1346112,-39.09449677,28.83182363,-23.36171628,-5.135321324,-15.8855708,8.837227801,-27.1992485,-10.09615208,-7.057862901,-6.064943507,2468.650286,276.1132529
2,musi,4438,3,stu,mid,90,M,train-clean-360,1348.314425,1366.753976,1776.480653,2175.827054,-335.7612113,153.7530655,-28.47801004,24.44315124,-12.97034117,-0.25378377,-0.643009914,0.15785624,-5.63598875,2.147438115,-6.896666739,-6.117561478,2119.258429,213.8984754
2,musi,296,7,stu,beh,90,M,train-clean-360,1427.136749,1540.23516,1928.101161,2302.098792,-339.0135106,142.1472582,-20.6047829,43.59076456,-6.648466345,14.62975577,-12.71217064,-4.003651171,-3.287750434,0.437556963,-2.168432657,-9.912344605,2510.707682,144.8785807
2,babb,5154,5,stu,far,90,F,train-clean-360,1499.94414,1414.544686,1786.603623,2156.456969,-339.5984328,150.6043037,-48.67442132,39.05728141,-14.81161002,4.183238565,-9.312358087,3.59662218,-5.504529783,-3.845496259,-0.130772594,-9.620108873,2478.097189,226.1922554
